"age","gender","ethnicity","education","household_income","height_feet","height_inches","weight","k1","k2","k3","k4","k5","d1","d2","d3","d4","d5","height","bmi","k1_score","k2_score","k3_score","k4_score","k5_score","d1_score","d2_score","d3_score","d4_score","d5_score","k_number_total","d_number_total","k_label_total","d_label_total"
"44-59","Male","White","High school degree or equivalent (e.g., GED)","Less than $40,000",5,11,215,"Agree","Do not have a significant impact on nutritional value","Ingredients were sourced locally","Processed foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","3 to 5 times a week","3 to 5 times a week","3 to 5 times a week",71,29.983138266217,10,0,0,10,5,0,0,10,10,10,25,30,"Moderate","Poor"
"44-59","Male","White","Bachelor degree","$40,000-74,000",5,9,205,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Nothing","Processed foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","3 to 5 times a week","Once a month or less","3 to 5 times a week",69,30.2699012812434,10,0,10,10,5,0,0,10,30,10,35,50,"Satisfactory","Poor"
"60-73","Male","White","Bachelor degree","Less than $40,000",5,10,186,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Nothing","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","No","Once a month or less","3 to 5 times a month","3 to 5 times a month","Once a month or less",70,26.685306122449,10,0,10,5,5,0,30,20,20,30,30,100,"Moderate","Satisfactory"
"44-59","Male","Hispanic","High school degree or equivalent (e.g., GED)","$40,000-74,000",5,11,220,"Not sure","Do not have a significant impact on nutritional value","Ingredients were sourced locally","Minimally processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","At least once daily","3 to 5 times a week","3 to 5 times a week","3 to 5 times a week",71,30.6804205514779,0,0,0,5,NA,0,0,10,10,10,NA,30,"Poor","Poor"
"74 or older","Male","White","Some college but no degree","Less than $40,000",5,10,186,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients meet federal requirements","Minimally processed foods","None of the above","No","Once a month or less","Once a month or less","Once a month or less","3 to 5 times a month",70,26.685306122449,10,0,0,5,10,0,30,30,30,20,25,110,"Moderate","Excellent"
"60-73","Male","White","Some college but no degree","Less than $40,000",5,8,255,"Agree","Do not have a significant impact on nutritional value","Ingredients were sourced locally","Minimally processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a month","3 to 5 times a month","Once a month or less","3 to 5 times a month",68,38.7683823529412,10,0,0,5,NA,0,20,20,30,20,NA,90,"Poor","Satisfactory"
"44-59","Male","White","High school degree or equivalent (e.g., GED)","Less than $40,000",5,2,150,"Disagree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients were sourced locally","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","3 to 5 times a week","Once a month or less","3 to 5 times a week",62,27.4323621227888,0,0,0,5,5,0,0,10,30,10,10,50,"Poor","Poor"
"27 or younger","Female","Hispanic","High school degree or equivalent (e.g., GED)","$40,000-74,000",5,1,188,"Not sure","Not sure","Ingredients were sourced locally","Ultra-Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a week","3 to 5 times a month","3 to 5 times a month","At least once daily",61,35.5184090298307,0,0,0,5,NA,0,10,20,20,0,NA,50,"Poor","Poor"
"74 or older","Male","White","Some college but no degree","$40,000-74,000",5,9,200,"Agree","Not sure","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","At least once daily","Once a month or less","3 to 5 times a month","3 to 5 times a week",69,29.5316110060912,10,0,0,10,NA,0,0,30,20,10,NA,60,"Poor","Moderate"
"27 or younger","Female","White","High school degree or equivalent (e.g., GED)","Less than $40,000",4,11,176,"Not sure","Reducing the nutritional value by replacing or masking natural ingredients","Nothing","Processed foods","None of the above","No","3 to 5 times a month","3 to 5 times a month","3 to 5 times a month","3 to 5 times a month",59,35.5438092502155,0,0,10,10,10,0,20,20,20,20,30,80,"Moderate","Satisfactory"
"27 or younger","Female","Hispanic","High school degree or equivalent (e.g., GED)","$75,000-99,000",5,5,170,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Ultra-Processed foods","UPFs are higher in salt, fat, and sweeteners","Yes","Once a month or less","Once a month or less","Once a month or less","Once a month or less",65,28.2863905325444,10,0,0,5,5,10,30,30,30,30,20,130,"Moderate","Excellent"
"27 or younger","Female","White","Some college but no degree","$40,000-74,000",5,7,150,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients meet federal requirements","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","At least once daily","Once a month or less","3 to 5 times a week",67,23.4907551793272,10,0,0,5,5,0,0,0,30,10,20,40,"Moderate","Poor"
"27 or younger","Female","White","Some college but no degree","$100,000-149,000",4,10,80,"Agree","Improving the nutritional value by adding essential vitamins and minerals","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","Yes","3 to 5 times a week","3 to 5 times a week","3 to 5 times a week","3 to 5 times a week",58,16.718192627824,10,0,0,10,NA,10,10,10,10,10,NA,50,"Poor","Poor"
"27 or younger","Female","Black or African-American","High school degree or equivalent (e.g., GED)","Less than $40,000",5,7,135,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","Yes","3 to 5 times a week","At least once daily","3 to 5 times a month","3 to 5 times a week",67,21.1416796613945,10,0,0,10,NA,10,10,0,20,10,NA,50,"Poor","Poor"
"27 or younger","Female","White","Bachelor degree","Less than $40,000",5,0,100,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients meet federal requirements","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","Yes","3 to 5 times a week","3 to 5 times a month","3 to 5 times a month","3 to 5 times a week",60,19.5277777777778,10,0,0,10,NA,10,10,20,20,10,NA,70,"Poor","Moderate"
"74 or older","Female","White","Associate degree","Less than $40,000",5,4,240,"Disagree","Do not have a significant impact on nutritional value","Ingredients meet federal requirements","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","Once a month or less","Once a month or less","Once a month or less",64,41.19140625,0,0,0,5,5,0,0,30,30,30,10,90,"Poor","Satisfactory"
"27 or younger","Female","White","High school degree or equivalent (e.g., GED)","$75,000-99,000",5,4,127,"Agree","Improving the nutritional value by adding essential vitamins and minerals","Ingredients were sourced locally","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","No","3 to 5 times a month","Once a month or less","Once a month or less","3 to 5 times a month",64,21.797119140625,10,0,0,5,5,0,20,30,30,20,20,100,"Moderate","Satisfactory"
"74 or older","Female","White","High school degree or equivalent (e.g., GED)","Less than $40,000",5,5,170,"Not sure","Not sure","Ingredients come from nature","Minimally processed foods","None of the above","No","Once a month or less","Once a month or less","Once a month or less","Once a month or less",65,28.2863905325444,0,0,0,5,10,0,30,30,30,30,15,120,"Poor","Excellent"
"74 or older","Female","White","Associate degree","Less than $40,000",5,1,106,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients were sourced locally","Processed foods","None of the above","No","Once a month or less","Once a month or less","Once a month or less","At least once daily",61,20.0263370061811,10,0,0,10,10,0,30,30,30,0,30,90,"Moderate","Satisfactory"
"27 or younger","Female","Hispanic","Some college but no degree","$100,000-149,000",5,0,100,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Ultra-Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a week","Once a month or less","3 to 5 times a month","At least once daily",60,19.5277777777778,10,0,0,5,NA,0,10,30,20,0,NA,60,"Poor","Moderate"
"74 or older","Female","White","Bachelor degree","Less than $40,000",5,9,125,"Agree","Do not have a significant impact on nutritional value","Ingredients meet federal requirements","Processed foods","UPFs are higher in salt, fat, and sweeteners","No","Once a month or less","Once a month or less","Once a month or less","3 to 5 times a month",69,18.457256878807,10,0,0,10,5,0,30,30,30,20,25,110,"Moderate","Excellent"
"74 or older","Female","White","Bachelor degree","$40,000-74,000",5,4,170,"Agree","Improving the nutritional value by adding essential vitamins and minerals","Ingredients meet federal requirements","Ultra-Processed foods","UPFs are higher in salt, fat, and sweeteners","No","3 to 5 times a week","3 to 5 times a month","3 to 5 times a week","3 to 5 times a week",64,29.17724609375,10,0,0,5,5,0,10,20,10,10,20,50,"Moderate","Poor"
"27 or younger","Female","Hispanic","Less than a high school degree","Less than $40,000",5,3,175,"Disagree","Do not have a significant impact on nutritional value","Ingredients come from nature","Processed foods","UPFs are higher in salt, fat, and sweeteners","No","3 to 5 times a week","3 to 5 times a month","3 to 5 times a month","3 to 5 times a month",63,30.9964726631393,0,0,0,10,5,0,10,20,20,20,15,70,"Poor","Moderate"
"74 or older","Female","White","High school degree or equivalent (e.g., GED)","Less than $40,000",5,9,192,"Agree","Do not have a significant impact on nutritional value","Nothing","Processed foods","None of the above","No","At least once daily","3 to 5 times a month","3 to 5 times a month","At least once daily",69,28.3503465658475,10,0,10,10,10,0,0,20,20,0,40,40,"Satisfactory","Poor"
"74 or older","Female","White","Associate degree","Less than $40,000",5,2,164,"Agree","Not sure","Ingredients meet federal requirements","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","Once a month or less","3 to 5 times a week","3 to 5 times a month","At least once daily",62,29.9927159209157,10,0,0,10,NA,0,30,10,20,0,NA,60,"Poor","Moderate"
"74 or older","Female","White","High school degree or equivalent (e.g., GED)","$75,000-99,000",5,4,155,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients come from nature","Processed foods","UPFs are higher in salt, fat, and sweeteners","No","Once a month or less","Once a month or less","Once a month or less","Once a month or less",64,26.602783203125,10,0,0,10,5,0,30,30,30,30,25,120,"Moderate","Excellent"
"74 or older","Female","White","Bachelor degree","Less than $40,000",5,2,120,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Nothing","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","Yes","Once a month or less","Once a month or less","Once a month or less","Once a month or less",62,21.945889698231,10,0,10,5,5,10,30,30,30,30,30,130,"Moderate","Excellent"
"74 or older","Female","White","Graduate degree","Less than $40,000",5,6,155,"Not sure","Do not have a significant impact on nutritional value","Ingredients come from nature","Minimally processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","At least once daily","Once a month or less","Once a month or less","3 to 5 times a month",66,25.0149219467401,0,0,0,5,NA,0,0,30,30,20,NA,80,"Poor","Satisfactory"
"74 or older","Female","White","Associate degree","$40,000-74,000",5,3,170,"Agree","Do not have a significant impact on nutritional value","Ingredients meet federal requirements","Processed foods","None of the above","No","3 to 5 times a month","3 to 5 times a month","Once a month or less","3 to 5 times a week",63,30.1108591584782,10,0,0,10,10,0,20,20,30,10,30,80,"Moderate","Satisfactory"
"74 or older","Male","Hispanic","High school degree or equivalent (e.g., GED)","Less than $40,000",5,9,240,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients were sourced locally","Ultra-Processed foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","3 to 5 times a week","3 to 5 times a month","3 to 5 times a month",69,35.4379332073094,10,0,0,5,5,0,0,10,20,20,20,50,"Moderate","Poor"
"74 or older","Female","White","Associate degree","$75,000-99,000",5,2,126,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients meet federal requirements","Processed foods","UPFs are higher in salt, fat, and sweeteners","No","Once a month or less","3 to 5 times a month","Once a month or less","3 to 5 times a month",62,23.0431841831426,10,0,0,10,5,0,30,20,30,20,25,100,"Moderate","Satisfactory"
"74 or older","Female","White","Some college but no degree","Less than $40,000",5,4,180,"Not sure","Do not have a significant impact on nutritional value","Ingredients meet federal requirements","Processed foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","3 to 5 times a week","3 to 5 times a month","3 to 5 times a week",64,30.8935546875,0,0,0,10,5,0,0,10,20,10,15,40,"Poor","Poor"
"27 or younger","Female","Asian","Some college but no degree","$40,000-74,000",5,6,165,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Enriched foods","UPFs have gone through several additional processing steps, but often have the same ingredients","Yes","3 to 5 times a month","At least once daily","3 to 5 times a month","At least once daily",66,26.6287878787879,10,0,0,0,NA,10,20,0,20,0,NA,50,"Poor","Poor"
"74 or older","Male","White","Bachelor degree","Less than $40,000",6,0,224,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Minimally processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a month","3 to 5 times a month","Once a month or less","3 to 5 times a month",72,30.3765432098765,10,0,0,5,NA,0,20,20,30,20,NA,90,"Poor","Satisfactory"
"74 or older","Female","White","Some college but no degree","$40,000-74,000",5,8,213,"Agree","Not sure","Nothing","Minimally processed foods","None of the above","Yes","Once a month or less","3 to 5 times a month","Once a month or less","Once a month or less",68,32.3830017301038,10,0,10,5,10,10,30,20,30,30,35,120,"Satisfactory","Excellent"
"74 or older","Female","White","Graduate degree","$75,000-99,000",5,0,150,"Agree","Do not have a significant impact on nutritional value","Ingredients meet federal requirements","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","No","Once a month or less","Once a month or less","3 to 5 times a month","3 to 5 times a month",60,29.2916666666667,10,0,0,5,5,0,30,30,20,20,20,100,"Moderate","Satisfactory"
"74 or older","Male","White","Graduate degree","$75,000-99,000",5,10,160,"Agree","Do not have a significant impact on nutritional value","Nothing","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","At least once daily","Once a month or less","Once a month or less","3 to 5 times a month",70,22.9551020408163,10,0,10,10,NA,0,0,30,30,20,NA,80,"Poor","Satisfactory"
"74 or older","Female","White","Some college but no degree","Less than $40,000",5,2,140,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients come from nature","Ultra-Processed foods","UPFs are higher in salt, fat, and sweeteners","No","Once a month or less","Once a month or less","Once a month or less","3 to 5 times a month",62,25.6035379812695,10,0,0,5,5,0,30,30,30,20,20,110,"Moderate","Excellent"
"74 or older","Female","White","Associate degree","$40,000-74,000",5,6,172,"Agree","Do not have a significant impact on nutritional value","Nothing","Ultra-Processed foods","UPFs are higher in salt, fat, and sweeteners","No","Once a month or less","Once a month or less","3 to 5 times a month","Once a month or less",66,27.7584940312213,10,0,10,5,5,0,30,30,20,30,30,110,"Moderate","Excellent"
"27 or younger","Female","Black or African-American","High school degree or equivalent (e.g., GED)","$40,000-74,000",5,9,165,"Agree","Do not have a significant impact on nutritional value","Ingredients meet federal requirements","Ultra-Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","At least once daily","3 to 5 times a week","At least once daily","3 to 5 times a month",69,24.3635790800252,10,0,0,5,NA,0,0,10,0,20,NA,30,"Poor","Poor"
"27 or younger","Female","White","Bachelor degree","Less than $40,000",5,5,290,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","Yes","At least once daily","3 to 5 times a month","3 to 5 times a month","At least once daily",65,48.2532544378698,10,0,0,10,NA,10,0,20,20,0,NA,50,"Poor","Poor"
"74 or older","Female","White","High school degree or equivalent (e.g., GED)","Less than $40,000",5,6,177,"Agree","Do not have a significant impact on nutritional value","Nothing","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","Yes","Once a month or less","3 to 5 times a month","3 to 5 times a month","3 to 5 times a week",66,28.5654269972452,10,0,10,10,NA,10,30,20,20,10,NA,90,"Poor","Satisfactory"
"74 or older","Male","White","Bachelor degree","$75,000-99,000",5,10,240,"Disagree","Do not have a significant impact on nutritional value","Ingredients meet federal requirements","Processed foods","UPFs are higher in salt, fat, and sweeteners","No","Once a month or less","3 to 5 times a month","3 to 5 times a month","3 to 5 times a week",70,34.4326530612245,0,0,0,10,5,0,30,20,20,10,15,80,"Poor","Satisfactory"
"27 or younger","Female","Black or African-American","High school degree or equivalent (e.g., GED)","Less than $40,000",5,5,120,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Ultra-Processed foods","UPFs are higher in salt, fat, and sweeteners","No","3 to 5 times a week","3 to 5 times a week","3 to 5 times a week","At least once daily",65,19.9668639053254,10,0,0,5,5,0,10,10,10,0,20,30,"Moderate","Poor"
"74 or older","Female","White","Graduate degree","$75,000-99,000",5,6,125,"Agree","Do not have a significant impact on nutritional value","Ingredients meet federal requirements","Processed foods","None of the above","No","At least once daily","3 to 5 times a week","At least once daily","3 to 5 times a week",66,20.1733241505969,10,0,0,10,10,0,0,10,0,10,30,20,"Moderate","Poor"
"74 or older","Female","White","Bachelor degree","$40,000-74,000",5,8,178,"Agree","Do not have a significant impact on nutritional value","Ingredients meet federal requirements","Minimally processed foods","None of the above","No","3 to 5 times a week","Once a month or less","Once a month or less","3 to 5 times a week",68,27.0618512110727,10,0,0,5,10,0,10,30,30,10,25,80,"Moderate","Satisfactory"
"74 or older","Female","White","Some college but no degree","Less than $40,000",5,2,185,"Disagree","Do not have a significant impact on nutritional value","Ingredients come from nature","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","No","3 to 5 times a month","Once a month or less","Once a month or less","3 to 5 times a week",62,33.8332466181061,0,0,0,5,5,0,20,30,30,10,10,90,"Poor","Satisfactory"
"74 or older","Female","White","Graduate degree","Less than $40,000",5,0,100,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients come from nature","Processed foods","UPFs are higher in salt, fat, and sweeteners","Yes","At least once daily","Once a month or less","Once a month or less","Once a month or less",60,19.5277777777778,10,0,0,10,5,10,0,30,30,30,25,100,"Moderate","Satisfactory"
"74 or older","Male","White","Bachelor degree","$40,000-74,000",5,11,215,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients meet federal requirements","Ultra-Processed foods","UPFs are higher in salt, fat, and sweeteners","No","Once a month or less","Once a month or less","Once a month or less","3 to 5 times a week",71,29.983138266217,10,0,0,5,5,0,30,30,30,10,20,100,"Moderate","Satisfactory"
"74 or older","Male","White","Some college but no degree","$40,000-74,000",6,0,260,"Agree","Do not have a significant impact on nutritional value","Nothing","Processed foods","UPFs are higher in salt, fat, and sweeteners","No","3 to 5 times a month","3 to 5 times a week","3 to 5 times a month","At least once daily",72,35.258487654321,10,0,10,10,5,0,20,10,20,0,35,50,"Satisfactory","Poor"
"74 or older","Female","White","Graduate degree","$250,000+",5,7,130,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients meet federal requirements","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","3 to 5 times a month","3 to 5 times a month","At least once daily",67,20.3586544887503,10,0,0,5,5,0,0,20,20,0,20,40,"Moderate","Poor"
"74 or older","Female","White","High school degree or equivalent (e.g., GED)","Less than $40,000",5,11,230,"Agree","Do not have a significant impact on nutritional value","Ingredients were sourced locally","Ultra-Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a week","Once a month or less","Once a month or less","3 to 5 times a week",71,32.0749851219996,10,0,0,5,NA,0,10,30,30,10,NA,80,"Poor","Satisfactory"
"74 or older","Male","White","High school degree or equivalent (e.g., GED)","$40,000-74,000",5,7,190,"Agree","Do not have a significant impact on nutritional value","Nothing","Ultra-Processed foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","Once a month or less","Once a month or less","3 to 5 times a week",67,29.7549565604812,10,0,10,5,5,0,0,30,30,10,30,70,"Moderate","Moderate"
"27 or younger","Female","Hispanic","High school degree or equivalent (e.g., GED)","$40,000-74,000",5,0,160,"Not sure","Improving the nutritional value by adding essential vitamins and minerals","Ingredients come from nature","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","Yes","At least once daily","Once a month or less","Once a month or less","Once a month or less",60,31.2444444444444,0,0,0,5,5,10,0,30,30,30,10,100,"Poor","Satisfactory"
"74 or older","Male","White","Some college but no degree","Less than $40,000",5,9,150,"Not sure","Not sure","Ingredients come from nature","Processed foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","3 to 5 times a week","3 to 5 times a month","At least once daily",69,22.1487082545684,0,0,0,10,5,0,0,10,20,0,15,30,"Poor","Poor"
"74 or older","Male","White","Graduate degree","$75,000-99,000",5,6,150,"Agree","Do not have a significant impact on nutritional value","Nothing","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","No","Once a month or less","3 to 5 times a month","Once a month or less","3 to 5 times a week",66,24.2079889807163,10,0,10,5,5,0,30,20,30,10,30,90,"Moderate","Satisfactory"
"74 or older","Male","White","High school degree or equivalent (e.g., GED)","$40,000-74,000",5,11,285,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients come from nature","Minimally processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a month","Once a month or less","3 to 5 times a week","3 to 5 times a week",71,39.7450902598691,10,0,0,5,NA,0,20,30,10,10,NA,70,"Poor","Moderate"
"27 or younger","Male","Hispanic","Associate degree","$75,000-99,000",5,10,140,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","Yes","3 to 5 times a week","Once a month or less","3 to 5 times a month","3 to 5 times a month",70,20.0857142857143,10,0,0,5,5,10,10,30,20,20,20,90,"Moderate","Satisfactory"
"27 or younger","Male","Asian","Graduate degree","$150,000-250,000",5,7,140,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a week","3 to 5 times a month","3 to 5 times a week","3 to 5 times a week",67,21.9247048340388,10,0,0,10,NA,0,10,20,10,10,NA,50,"Poor","Poor"
"27 or younger","Male","Black or African-American","Bachelor degree","$75,000-99,000",6,0,260,"Disagree","Improving the nutritional value by adding essential vitamins and minerals","Ingredients meet federal requirements","Minimally processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","Yes","At least once daily","At least once daily","At least once daily","At least once daily",72,35.258487654321,0,0,0,5,NA,10,0,0,0,0,NA,10,"Poor","Poor"
"74 or older","Male","White","High school degree or equivalent (e.g., GED)","$75,000-99,000",5,6,260,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients come from nature","Processed foods","None of the above","No","Once a month or less","Once a month or less","Once a month or less","At least once daily",66,41.9605142332415,10,0,0,10,10,0,30,30,30,0,30,90,"Moderate","Satisfactory"
"74 or older","Male","White","Bachelor degree","$75,000-99,000",6,0,280,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients meet federal requirements","Ultra-Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","At least once daily","3 to 5 times a month","3 to 5 times a month","At least once daily",72,37.9706790123457,10,0,0,5,NA,0,0,20,20,0,NA,40,"Poor","Poor"
"74 or older","Male","White","Bachelor degree","$40,000-74,000",6,0,218,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a month","3 to 5 times a month","3 to 5 times a month","3 to 5 times a month",72,29.5628858024691,10,0,0,10,NA,0,20,20,20,20,NA,80,"Poor","Satisfactory"
"27 or younger","Other","American Indian or Alaskan Native","Bachelor degree","$75,000-99,000",6,0,190,"Not sure","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients come from nature","Enriched foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a week","3 to 5 times a week","3 to 5 times a month","3 to 5 times a month",72,25.7658179012346,0,0,0,0,NA,0,10,10,20,20,NA,60,"Poor","Moderate"
"27 or younger","Male","Black or African-American","Less than a high school degree","Less than $40,000",6,3,200,"Not sure","Not sure","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a week","3 to 5 times a week","3 to 5 times a week","3 to 5 times a week",75,24.9955555555556,0,0,0,10,NA,0,10,10,10,10,NA,40,"Poor","Poor"
"74 or older","Male","White","High school degree or equivalent (e.g., GED)","Less than $40,000",5,9,160,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients come from nature","Enriched foods","UPFs are higher in salt, fat, and sweeteners","No","3 to 5 times a month","Once a month or less","Once a month or less","At least once daily",69,23.6252888048729,10,0,0,0,5,0,20,30,30,0,15,80,"Poor","Satisfactory"
"27 or younger","Male","White","Bachelor degree","$150,000-250,000",6,5,193,"Agree","Improving the nutritional value by adding essential vitamins and minerals","Ingredients come from nature","Processed foods","UPFs are higher in salt, fat, and sweeteners","Yes","3 to 5 times a week","3 to 5 times a month","3 to 5 times a month","3 to 5 times a month",77,22.8839601956485,10,0,0,10,5,10,10,20,20,20,25,80,"Moderate","Satisfactory"
"74 or older","Male","White","Graduate degree","Less than $40,000",6,0,175,"Not sure","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients come from nature","Ultra-Processed foods","UPFs are higher in salt, fat, and sweeteners","Yes","Once a month or less","Once a month or less","Once a month or less","Once a month or less",72,23.7316743827161,0,0,0,5,5,10,30,30,30,30,10,130,"Poor","Excellent"
"74 or older","Male","White","High school degree or equivalent (e.g., GED)","$40,000-74,000",5,11,260,"Not sure","Do not have a significant impact on nutritional value","Ingredients come from nature","Processed foods","None of the above","No","3 to 5 times a month","Once a month or less","Once a month or less","3 to 5 times a month",71,36.2586788335648,0,0,0,10,10,0,20,30,30,20,20,100,"Moderate","Satisfactory"
"74 or older","Male","White","Associate degree","$40,000-74,000",5,5,186,"Not sure","Do not have a significant impact on nutritional value","Ingredients come from nature","Minimally processed foods","None of the above","No","Once a month or less","At least once daily","3 to 5 times a month","At least once daily",65,30.9486390532544,0,0,0,5,10,0,30,0,20,0,15,50,"Poor","Poor"
"27 or younger","Male","White","Bachelor degree","Less than $40,000",5,11,145,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients come from nature","Processed foods","UPFs are higher in salt, fat, and sweeteners","Yes","Once a month or less","3 to 5 times a month","Once a month or less","3 to 5 times a week",71,20.221186272565,10,0,0,10,5,10,30,20,30,10,25,100,"Moderate","Satisfactory"
"74 or older","Male","White","Associate degree","$40,000-74,000",5,9,175,"Agree","Improving the nutritional value by adding essential vitamins and minerals","Ingredients meet federal requirements","Enriched foods","UPFs are higher in salt, fat, and sweeteners","Yes","3 to 5 times a week","3 to 5 times a month","3 to 5 times a month","3 to 5 times a week",69,25.8401596303298,10,0,0,0,5,10,10,20,20,10,15,70,"Poor","Moderate"
"74 or older","Male","White","Graduate degree","$75,000-99,000",5,8,175,"Not sure","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients come from nature","Minimally processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","Once a month or less","Once a month or less","3 to 5 times a month","3 to 5 times a month",68,26.6057525951557,0,0,0,5,NA,0,30,30,20,20,NA,100,"Poor","Satisfactory"
"74 or older","Male","White","Graduate degree","$100,000-149,000",5,8,174,"Agree","Do not have a significant impact on nutritional value","Nothing","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a month","Once a month or less","3 to 5 times a month","3 to 5 times a week",68,26.4537197231834,10,0,10,10,NA,0,20,30,20,10,NA,80,"Poor","Satisfactory"
"74 or older","Male","White","Graduate degree","$100,000-149,000",6,0,165,"Agree","Do not have a significant impact on nutritional value","Nothing","Processed foods","UPFs are higher in salt, fat, and sweeteners","No","3 to 5 times a month","3 to 5 times a month","Once a month or less","3 to 5 times a month",72,22.3755787037037,10,0,10,10,5,0,20,20,30,20,35,90,"Satisfactory","Satisfactory"
"74 or older","Male","White","High school degree or equivalent (e.g., GED)","$40,000-74,000",6,1,199,"Agree","Not sure","Ingredients meet federal requirements","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","Once a month or less","Once a month or less","3 to 5 times a month","At least once daily",73,26.252017264027,10,0,0,10,NA,0,30,30,20,0,NA,80,"Poor","Satisfactory"
